category,sub_category,arrest_made,latitude,longitude
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.775456902,-87.694212483
ASSAULT,AGGRAVATED: HANDGUN,N,41.873879874,-87.760172357
BATTERY,AGGRAVATED: HANDGUN,Y,41.755263172,-87.644162528
ROBBERY,ARMED: HANDGUN,N,41.923932183,-87.769054438
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.899904735,-87.726223101
ASSAULT,AGGRAVATED: HANDGUN,N,41.769382055,-87.689481623
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.751038085,-87.550116081
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.651348866,-87.538668196
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.865193816,-87.659958991
BATTERY,AGGRAVATED: HANDGUN,N,41.78963604,-87.647468739
BATTERY,AGGRAVATED: HANDGUN,N,41.886078755,-87.722508976
ROBBERY,ARMED: HANDGUN,N,41.752524354,-87.635975329
BATTERY,AGGRAVATED: HANDGUN,N,41.92086462,-87.759737379
ROBBERY,ARMED: HANDGUN,N,41.757275941,-87.64299016
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.771970728,-87.62347293
ASSAULT,AGGRAVATED: HANDGUN,Y,41.721649302,-87.629419063
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.760580453,-87.563172988
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.798965306,-87.647710342
ROBBERY,ARMED: HANDGUN,N,41.910674599,-87.679992255
ROBBERY,ARMED: HANDGUN,N,41.809543557,-87.60562401
ROBBERY,ARMED: HANDGUN,N,41.737639143,-87.66128948
BATTERY,AGGRAVATED: HANDGUN,N,41.9128572,-87.779350954
ASSAULT,AGGRAVATED: HANDGUN,N,41.689867138,-87.664785497
ASSAULT,AGGRAVATED: HANDGUN,N,41.775265231,-87.706745138
ASSAULT,AGGRAVATED: HANDGUN,N,41.702277082,-87.650792808
ASSAULT,AGGRAVATED: HANDGUN,N,41.803412024,-87.603764184
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,N,41.728901031,-87.568222402
ASSAULT,AGGRAVATED: HANDGUN,Y,41.801634875,-87.616147829
ROBBERY,ARMED: HANDGUN,N,41.730392538,-87.658672308
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.720881474,-87.623713152
ROBBERY,ARMED: HANDGUN,N,41.860345472,-87.715246819
ROBBERY,ARMED: HANDGUN,N,41.731446259,-87.551288344
ROBBERY,ARMED: HANDGUN,N,41.90215894,-87.764507548
ASSAULT,AGGRAVATED: HANDGUN,N,41.855497682,-87.623390613
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,N,41.751533053,-87.581905378
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.875983848,-87.720670042
ASSAULT,AGGRAVATED: HANDGUN,N,41.688967572,-87.622357873
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.769781462,-87.667592849
ROBBERY,ARMED: HANDGUN,N,41.793121443,-87.732255805
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.778962655,-87.703889748
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.895383454,-87.724381689
ROBBERY,ARMED: HANDGUN,N,41.747701565,-87.653661258
BATTERY,AGGRAVATED: HANDGUN,N,41.702381428,-87.64941847
ROBBERY,ARMED: HANDGUN,N,41.883171809,-87.741753661
BATTERY,AGGRAVATED: HANDGUN,N,41.874806427,-87.758324509
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.725474489,-87.575428399
ASSAULT,AGGRAVATED: HANDGUN,N,41.873644479,-87.754821081
ASSAULT,AGGRAVATED: HANDGUN,N,41.749478948,-87.603404061
BATTERY,AGGRAVATED: HANDGUN,N,41.996254158,-87.700807641
ROBBERY,ARMED: HANDGUN,N,41.745047697,-87.601372888
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.70036755,-87.542561702
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.787001989,-87.64662779
ASSAULT,AGGRAVATED: HANDGUN,N,41.873877771,-87.760300886
ROBBERY,ARMED: HANDGUN,N,41.881542795,-87.661619777
BATTERY,AGGRAVATED: HANDGUN,N,41.762318036,-87.597577257
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.718114756,-87.65406467
ASSAULT,AGGRAVATED: HANDGUN,N,41.881909514,-87.70457695
ROBBERY,ARMED: HANDGUN,N,41.744685667,-87.646294719
BATTERY,AGGRAVATED: HANDGUN,N,41.918347964,-87.726595788
ASSAULT,AGGRAVATED: HANDGUN,N,41.764748911,-87.644401916
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.724743878,-87.597284445
ASSAULT,AGGRAVATED: HANDGUN,N,41.7684792,-87.628247525
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.78161502,-87.615659667
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.746059036,-87.645122115
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.87413151,-87.743210271
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.879468598,-87.747942191
BATTERY,AGGRAVATED: HANDGUN,N,41.906296761,-87.724281663
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.712892949,-87.607052174
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.752624597,-87.578451393
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.778804846,-87.713731664
ROBBERY,ARMED: HANDGUN,N,41.959113351,-87.776976143
BATTERY,AGGRAVATED: HANDGUN,N,41.837945351,-87.653778748
ROBBERY,ARMED: HANDGUN,N,41.681015476,-87.628756538
BATTERY,AGGRAVATED: HANDGUN,N,41.881805637,-87.746121485
ASSAULT,AGGRAVATED: HANDGUN,N,41.953011121,-87.704323452
BATTERY,AGGRAVATED: HANDGUN,N,41.88743299,-87.713028334
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.922547128,-87.735584324
BATTERY,AGGRAVATED: HANDGUN,N,41.877018518,-87.731062705
ROBBERY,ARMED: HANDGUN,N,41.679305594,-87.62515847
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.779205903,-87.650846588
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.749982305,-87.644024788
ROBBERY,ARMED: HANDGUN,N,41.677322814,-87.629851051
ROBBERY,ARMED: HANDGUN,N,41.896528655,-87.638939741
BATTERY,AGGRAVATED: HANDGUN,N,41.760533864,-87.673420918
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.792957825,-87.668207511
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.737120051,-87.663097547
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.855972736,-87.717590462
ROBBERY,ARMED: HANDGUN,N,41.945432885,-87.68336847
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.87955865,-87.701750476
ASSAULT,AGGRAVATED: HANDGUN,N,41.814856528,-87.669991247
ASSAULT,AGGRAVATED: HANDGUN,N,41.894981059,-87.748869385
BATTERY,AGGRAVATED: HANDGUN,N,41.897990433,-87.721275175
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.938568312,-87.767061971
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.880908579,-87.711765797
ASSAULT,AGGRAVATED: HANDGUN,N,41.928248591,-87.756301391
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.783209684,-87.615696882
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.907068313,-87.72643443
ROBBERY,ARMED: HANDGUN,N,41.943445601,-87.662297351
ROBBERY,ARMED: HANDGUN,N,41.958869876,-87.654668358
ASSAULT,AGGRAVATED: HANDGUN,N,41.851434255,-87.732194685
ROBBERY,ARMED: HANDGUN,N,41.96830543,-87.722260945
BATTERY,AGGRAVATED: HANDGUN,N,41.751330086,-87.601048653
BATTERY,AGGRAVATED: HANDGUN,N,41.794149855,-87.633727377
ROBBERY,ARMED: HANDGUN,N,41.867365752,-87.630844344
BATTERY,AGGRAVATED: HANDGUN,Y,41.761495628,-87.605470743
ROBBERY,ARMED: HANDGUN,N,41.82225114,-87.600696053
BATTERY,AGGRAVATED: HANDGUN,N,41.767844874,-87.666326217
ROBBERY,ARMED: HANDGUN,N,41.81089989,-87.606595385
BATTERY,AGGRAVATED: HANDGUN,N,41.897990433,-87.721275175
BATTERY,AGGRAVATED: HANDGUN,N,41.828671667,-87.665808909
ROBBERY,ARMED: HANDGUN,N,41.738821045,-87.644913606
ROBBERY,ARMED: HANDGUN,N,41.768310643,-87.684888206
BATTERY,AGGRAVATED: HANDGUN,N,41.771076867,-87.582582791
ROBBERY,ARMED: HANDGUN,N,41.774069965,-87.644639452
ROBBERY,ARMED: HANDGUN,N,41.893292369,-87.67037395
ASSAULT,AGGRAVATED: HANDGUN,N,41.879691255,-87.731555371
ROBBERY,ARMED: HANDGUN,N,41.953270166,-87.675145869
BATTERY,AGGRAVATED: HANDGUN,N,41.792370651,-87.622404462
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.67065013,-87.630553253
BATTERY,AGGRAVATED: HANDGUN,N,41.682680321,-87.651805332
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.729470047,-87.551242708
ROBBERY,ARMED: HANDGUN,N,41.885488303,-87.657755483
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.856581054,-87.719985296
ROBBERY,ARMED: HANDGUN,N,41.857616039,-87.642253454
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.906681227,-87.639667314
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.851824394,-87.701102095
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.691711785,-87.662038687
ROBBERY,ARMED: HANDGUN,N,41.751921602,-87.552109966
BATTERY,AGGRAVATED: HANDGUN,N,41.910239494,-87.694846269
BATTERY,AGGRAVATED: HANDGUN,N,41.777690067,-87.615560446
ROBBERY,ARMED: HANDGUN,N,41.897988663,-87.769154327
BATTERY,AGGRAVATED: HANDGUN,N,41.781499104,-87.605955856
BATTERY,AGGRAVATED: HANDGUN,N,41.906477207,-87.757118325
ROBBERY,ARMED: HANDGUN,N,41.754757235,-87.578499702
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.838616608,-87.733400897
BATTERY,AGGRAVATED: HANDGUN,N,41.878490037,-87.728045189
ASSAULT,AGGRAVATED: HANDGUN,N,41.892087808,-87.757945501
ROBBERY,ARMED: HANDGUN,N,41.677830552,-87.620503762
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.718856199,-87.572257189
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.760089284,-87.700244044
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.839870948,-87.7219908
ROBBERY,ARMED: HANDGUN,N,41.808423306,-87.682836912
ROBBERY,ARMED: HANDGUN,N,41.707321141,-87.613461543
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.866633414,-87.684552742
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.84196103,-87.711063924
ASSAULT,AGGRAVATED: HANDGUN,N,41.761636724,-87.705180695
BATTERY,AGGRAVATED: HANDGUN,N,41.800977123,-87.624245812
ASSAULT,AGGRAVATED: HANDGUN,N,41.892669786,-87.710131236
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.908531711,-87.764638337
ROBBERY,ARMED: HANDGUN,N,41.694120148,-87.627939823
ROBBERY,ARMED: HANDGUN,N,41.882505658,-87.64854758
ASSAULT,AGGRAVATED: HANDGUN,N,41.886212059,-87.773426181
ROBBERY,ARMED: HANDGUN,N,41.706987738,-87.637298977
ROBBERY,ARMED: HANDGUN,N,41.779325877,-87.673257619
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886334898,-87.712447691
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.735936749,-87.585626494
ASSAULT,AGGRAVATED: HANDGUN,Y,41.684807004,-87.627675461
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.806732203,-87.616780544
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.713286496,-87.636934357
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.923257558,-87.703689787
ROBBERY,ARMED: HANDGUN,N,41.797161498,-87.669531969
ASSAULT,AGGRAVATED: HANDGUN,N,41.735370798,-87.637516538
ROBBERY,ARMED: HANDGUN,N,41.885100397,-87.719158067
ROBBERY,ARMED: HANDGUN,N,41.757311614,-87.642989778
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.745415648,-87.702271724
BATTERY,AGGRAVATED: HANDGUN,N,41.851589272,-87.721534206
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750036156,-87.625796169
BATTERY,AGGRAVATED: HANDGUN,N,41.880385359,-87.753930385
BATTERY,AGGRAVATED: HANDGUN,N,41.77266371,-87.607016167
BATTERY,AGGRAVATED: HANDGUN,N,41.761794923,-87.598169686
BATTERY,AGGRAVATED: HANDGUN,N,41.683958957,-87.661555498
ASSAULT,AGGRAVATED: HANDGUN,Y,41.791764808,-87.658454507
BATTERY,AGGRAVATED: HANDGUN,N,41.753652362,-87.558055375
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.814020144,-87.669148829
ASSAULT,AGGRAVATED: HANDGUN,N,41.726402869,-87.60094348
ASSAULT,AGGRAVATED: HANDGUN,N,41.867251542,-87.639594427
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.8149246,-87.700540699
ROBBERY,ARMED: HANDGUN,N,41.772683728,-87.615440298
ASSAULT,AGGRAVATED: HANDGUN,N,41.712520422,-87.565783336
ASSAULT,AGGRAVATED: HANDGUN,N,41.816019968,-87.610393015
ROBBERY,ARMED: HANDGUN,N,41.926757471,-87.64231251
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.88926888,-87.722239866
ROBBERY,ARMED: HANDGUN,N,41.755291497,-87.642938127
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.767372803,-87.571438427
ASSAULT,AGGRAVATED: HANDGUN,N,41.90352381,-87.66674162
ROBBERY,ARMED: HANDGUN,N,41.746969122,-87.613601446
ASSAULT,AGGRAVATED: HANDGUN,Y,41.938595505,-87.764790301
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.754894812,-87.663546687
ASSAULT,AGGRAVATED: HANDGUN,N,41.878427183,-87.758541748
ROBBERY,ARMED: HANDGUN,N,41.824545274,-87.697918091
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.870991163,-87.702260725
ROBBERY,ARMED: HANDGUN,N,41.791196907,-87.692508672
ROBBERY,ARMED: HANDGUN,N,41.809625963,-87.598308972
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.781502489,-87.615657255
ASSAULT,AGGRAVATED: HANDGUN,N,41.913417624,-87.688517356
ROBBERY,ARMED: HANDGUN,N,41.68408494,-87.649414572
BATTERY,AGGRAVATED: HANDGUN,N,41.881223377,-87.756313392
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886468635,-87.75651225
BATTERY,AGGRAVATED: HANDGUN,N,41.710473913,-87.65071343
BATTERY,AGGRAVATED: HANDGUN,N,41.874225604,-87.735931977
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.917042179,-87.736635084
ROBBERY,ARMED: HANDGUN,N,41.736639606,-87.562418543
ROBBERY,ARMED: HANDGUN,N,41.727946743,-87.631537377
BATTERY,AGGRAVATED: HANDGUN,N,41.884628392,-87.763337352
ROBBERY,ARMED: HANDGUN,N,41.747266143,-87.563735237
ROBBERY,ARMED: HANDGUN,N,41.7678792,-87.683327303
ASSAULT,AGGRAVATED: HANDGUN,N,41.798727198,-87.668360567
ROBBERY,ARMED: HANDGUN,N,41.952296178,-87.681434896
ROBBERY,ARMED: HANDGUN,Y,41.742665644,-87.564398439
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.753504148,-87.569524492
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.795186784,-87.687063416
ROBBERY,ARMED: HANDGUN,N,41.75109982,-87.615878739
ASSAULT,AGGRAVATED: HANDGUN,N,41.786079418,-87.683821839
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.766160237,-87.650504677
BATTERY,AGGRAVATED: HANDGUN,N,41.726418324,-87.643346246
ROBBERY,ARMED: HANDGUN,N,41.903519229,-87.631432651
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.743084903,-87.662877955
ASSAULT,AGGRAVATED: HANDGUN,Y,41.864305861,-87.658290576
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748790529,-87.603899251
BATTERY,AGGRAVATED: HANDGUN,N,41.856364845,-87.648239203
BATTERY,AGGRAVATED: HANDGUN,N,41.723955142,-87.630415923
ASSAULT,AGGRAVATED: HANDGUN,N,41.777580838,-87.727616498
ASSAULT,AGGRAVATED: HANDGUN,N,41.775458344,-87.651964157
ROBBERY,ARMED: HANDGUN,N,41.861699337,-87.722605232
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.808677751,-87.659377423
ASSAULT,AGGRAVATED: HANDGUN,Y,41.882614725,-87.674222676
BATTERY,AGGRAVATED: HANDGUN,N,41.889868193,-87.725025371
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.71907755,-87.536493709
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.865740769,-87.705649547
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.855847841,-87.726089347
BATTERY,AGGRAVATED: HANDGUN,N,41.881108842,-87.752645939
ROBBERY,ARMED: HANDGUN,N,41.903764254,-87.66750687
BATTERY,AGGRAVATED: HANDGUN,N,41.772137868,-87.735278181
ASSAULT,AGGRAVATED: HANDGUN,Y,41.931149149,-87.775157527
ASSAULT,AGGRAVATED: HANDGUN,N,41.912023494,-87.662167334
ASSAULT,AGGRAVATED: HANDGUN,N,41.802039585,-87.620324409
ASSAULT,AGGRAVATED: HANDGUN,N,41.752463832,-87.569903305
ASSAULT,AGGRAVATED: HANDGUN,N,41.77268594,-87.605758495
ROBBERY,ARMED: HANDGUN,N,41.928873914,-87.661847409
ROBBERY,ARMED: HANDGUN,Y,41.928559331,-87.764680983
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.851660439,-87.715348791
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.908480943,-87.709415396
ROBBERY,ARMED: HANDGUN,N,41.901154344,-87.759502405
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.851420018,-87.733145466
ASSAULT,AGGRAVATED: HANDGUN,N,41.899773491,-87.720115776
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.772503886,-87.583841898
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.723074622,-87.623784263
OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,Y,41.775361469,-87.665375807
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.767910191,-87.663873198
ROBBERY,ARMED: HANDGUN,N,41.917166158,-87.639994686
ROBBERY,ARMED: HANDGUN,N,41.748047232,-87.643968533
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.665093519,-87.639701074
ASSAULT,AGGRAVATED: HANDGUN,N,41.706987456,-87.620244029
ROBBERY,ARMED: HANDGUN,N,41.884271452,-87.762194756
ROBBERY,ARMED: HANDGUN,N,41.850601381,-87.628201594
ASSAULT,AGGRAVATED: HANDGUN,Y,41.773163723,-87.674959497
ASSAULT,AGGRAVATED: HANDGUN,Y,41.748353547,-87.547213399
ROBBERY,ARMED: HANDGUN,N,41.781901899,-87.594676891
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Y,41.80269215,-87.616264407
ROBBERY,ARMED: HANDGUN,N,41.848334165,-87.73552696
ROBBERY,ARMED: HANDGUN,N,41.898161302,-87.718841931
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.841906601,-87.708620292
ASSAULT,AGGRAVATED: HANDGUN,N,41.716062028,-87.6285497
ASSAULT,AGGRAVATED: HANDGUN,N,41.9688346,-87.673110306
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.88431568,-87.632432431
ROBBERY,ARMED: HANDGUN,N,41.889617465,-87.631070692
ASSAULT,AGGRAVATED: HANDGUN,Y,41.751732067,-87.565928387
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.867266762,-87.713770352
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.902933932,-87.695760268
ASSAULT,AGGRAVATED: HANDGUN,N,41.722362598,-87.58382047
ROBBERY,ARMED: HANDGUN,N,41.968043174,-87.696229295
ROBBERY,ARMED: HANDGUN,N,41.748957622,-87.721894004
ROBBERY,ARMED: HANDGUN,N,41.742620493,-87.663241882
ASSAULT,AGGRAVATED: HANDGUN,N,41.873839312,-87.669102656
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,N,41.655012262,-87.614044317
BATTERY,AGGRAVATED: HANDGUN,N,41.772648771,-87.633796105
ROBBERY,ARMED: HANDGUN,N,41.879777056,-87.724405032
ROBBERY,ARMED: HANDGUN,N,41.826066365,-87.702038018
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.771717305,-87.66400591
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.774684779,-87.644654871
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.892620796,-87.719890372
ROBBERY,ARMED: HANDGUN,N,42.007214614,-87.687530523
BATTERY,AGGRAVATED: HANDGUN,N,41.870561213,-87.715548613
ASSAULT,AGGRAVATED: HANDGUN,N,41.745343166,-87.582937631
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750782715,-87.625813624
ROBBERY,ARMED: HANDGUN,N,41.902437713,-87.687011559
ROBBERY,ARMED: HANDGUN,N,41.867789309,-87.659861997
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.781389958,-87.615654844
BATTERY,AGGRAVATED: HANDGUN,N,41.866112237,-87.729377157
ASSAULT,AGGRAVATED: HANDGUN,N,41.856685799,-87.682182877
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.913179858,-87.754089457
ASSAULT,AGGRAVATED: HANDGUN,Y,41.872930161,-87.756296197
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.735863893,-87.64374344
ASSAULT,AGGRAVATED: HANDGUN,N,41.735752963,-87.60356683
BATTERY,AGGRAVATED: HANDGUN,N,41.782247982,-87.657117043
BATTERY,AGGRAVATED: HANDGUN,N,41.85165501,-87.715870049
ROBBERY,ARMED: HANDGUN,N,41.769278449,-87.58286403
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.877342193,-87.703913039
ROBBERY,ARMED: HANDGUN,N,41.885739108,-87.745773311
BATTERY,AGGRAVATED: HANDGUN,N,42.016225801,-87.674846699
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.911608672,-87.734014766
BATTERY,AGGRAVATED: HANDGUN,N,41.676106335,-87.63152615
ASSAULT,AGGRAVATED PO: HANDGUN,N,41.904970242,-87.721502395
ASSAULT,AGGRAVATED: HANDGUN,Y,41.653285861,-87.552205257
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.78340366,-87.643784267
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.847609583,-87.711222061
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.752185058,-87.606470146
ASSAULT,AGGRAVATED: HANDGUN,N,41.751286329,-87.668319043
BATTERY,AGGRAVATED: HANDGUN,N,41.871907915,-87.701792754
ASSAULT,AGGRAVATED: HANDGUN,Y,41.806603024,-87.685118415
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.670033348,-87.62842611
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.722421445,-87.604486948
BATTERY,AGGRAVATED: HANDGUN,N,41.687781719,-87.620979701
BATTERY,AGGRAVATED: HANDGUN,N,41.704332667,-87.631219283
BATTERY,AGGRAVATED: HANDGUN,N,41.866639654,-87.684200232
ASSAULT,AGGRAVATED: HANDGUN,N,41.772914064,-87.618491479
ROBBERY,ARMED: HANDGUN,N,41.712398249,-87.623627002
ROBBERY,ARMED: HANDGUN,N,41.90090545,-87.719851489
ROBBERY,ARMED: HANDGUN,N,41.808065217,-87.673461524
ASSAULT,AGGRAVATED: HANDGUN,N,41.853505832,-87.695498927
ASSAULT,AGGRAVATED: HANDGUN,N,41.902424659,-87.741605363
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.749554046,-87.665844967
ROBBERY,ARMED: HANDGUN,Y,41.930966067,-87.787305049
ROBBERY,ARMED: HANDGUN,N,41.803550724,-87.61007474
ASSAULT,AGGRAVATED: HANDGUN,N,41.991199244,-87.688457561
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.706039697,-87.554969167
ROBBERY,ARMED: HANDGUN,N,41.871489164,-87.627516791
ROBBERY,ARMED: HANDGUN,N,41.721721501,-87.623311963
ROBBERY,ARMED: HANDGUN,N,41.880279732,-87.735464314
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.929161281,-87.719566129
ROBBERY,ARMED: HANDGUN,N,41.740783584,-87.569415105
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.765596295,-87.620904006
BATTERY,AGGRAVATED: HANDGUN,N,41.925854211,-87.762055532
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.773197883,-87.673738374
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.79595528,-87.622500536
ROBBERY,ARMED: HANDGUN,N,41.752696688,-87.584435185
ROBBERY,ARMED: HANDGUN,N,41.746844283,-87.624420391
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.738999288,-87.648564748
ASSAULT,AGGRAVATED: HANDGUN,N,41.804868146,-87.674899095
ASSAULT,AGGRAVATED: HANDGUN,N,41.750271173,-87.662224163
BATTERY,AGGRAVATED: HANDGUN,N,41.892601587,-87.719890556
ROBBERY,ARMED: HANDGUN,N,41.875041041,-87.743440571
BATTERY,AGGRAVATED: HANDGUN,N,41.766180812,-87.582126694
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.685778752,-87.657860906
ASSAULT,AGGRAVATED: HANDGUN,N,41.9232289,-87.727956907
ASSAULT,AGGRAVATED: HANDGUN,N,41.967935281,-87.728019199
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.90469007,-87.759731564
